epoch,split,summary_csv,n_runs,avg_wait_mean,throughput_mean,fairness_mean,red_light_violations_mean,avg_wait_std,throughput_std,fairness_std,red_light_violations_std,avg_wait_min,throughput_min,fairness_min,red_light_violations_min,avg_wait_max,throughput_max,fairness_max,red_light_violations_max,best_run_id,best_model_path,best_avg_wait,best_throughput,best_fairness,best_red_light_violations
1,validation,results\pres2_sw020_ws12_20260313_val_e001\summary.csv,4,12.349242772375844,150.9163648339249,0.7727555106400779,0.0,0.7861895523255946,2.043504152741476,0.045331917938962636,0.0,11.287452521133266,148.3330366672481,0.7483636697922412,0.0,13.041212168734576,152.99969400059973,0.8407189591449405,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_001.json,11.287452521133266,151.9996960005958,0.7483636697922412,0.0
2,validation,results\pres2_sw020_ws12_20260313_val_e002\summary.csv,4,11.671489214948416,152.3330286672638,0.7941220914275028,0.0,0.44775077874017377,3.2773003795662223,0.08161149689759595,0.0,11.023331312841371,149.33303466725204,0.7186340852130326,0.0,12.047597493759065,155.33302266727554,0.9100592335055612,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_002.json,11.023331312841371,149.66636733392,0.7704782409628047,0.0
3,validation,results\pres2_sw020_ws12_20260313_val_e003\summary.csv,4,12.268053460902754,152.66636133393175,0.7056240638940019,0.0,0.2710788284075866,2.018429532539095,0.08289999456535818,0.0,11.999995500777478,150.66636533392392,0.6470135444241693,0.0,12.527433157232995,154.99969000060756,0.8234130306313405,0.0,rl_seed51_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_003.json,11.999995500777478,154.99969000060756,0.6481354737016758,0.0
4,validation,results\pres2_sw020_ws12_20260313_val_e004\summary.csv,4,12.27485541067575,151.41636383392685,0.7336531035489333,0.0,0.15480494702790662,1.931700431122729,0.1108517079982697,0.0,12.14488022093719,149.33303466725204,0.6352990033222592,0.0,12.475405943948829,153.99969200060366,0.8635203115260506,0.0,rl_seed49_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_004.json,12.14488022093719,149.33303466725204,0.8635203115260506,0.0
5,validation,results\pres2_sw020_ws12_20260313_val_e005\summary.csv,4,12.152206554318841,151.33303066725986,0.7733696871427811,0.0,0.35980710628827434,2.018429532539103,0.09042822537412996,0.0,11.710787895565232,149.33303466725204,0.6477939649168537,0.0,12.591977889481223,153.99969200060366,0.8635203115260506,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_005.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
6,validation,results\pres2_sw020_ws12_20260313_val_e006\summary.csv,4,12.157740377989748,151.83302966726183,0.7286411133411612,0.0,0.35982708743828906,1.5515791239270724,0.07366832145265091,0.0,11.710787895565232,150.33303266725594,0.6477939649168537,0.0,12.591977889481223,153.99969200060366,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_006.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
7,validation,results\pres2_sw020_ws12_20260313_val_e007\summary.csv,4,12.157740377989748,151.83302966726183,0.7286411133411612,0.0,0.35982708743828906,1.5515791239270724,0.07366832145265091,0.0,11.710787895565232,150.33303266725594,0.6477939649168537,0.0,12.591977889481223,153.99969200060366,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_007.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
8,validation,results\pres2_sw020_ws12_20260313_val_e008\summary.csv,4,12.157740377989748,151.83302966726183,0.7286411133411612,0.0,0.35982708743828906,1.5515791239270724,0.07366832145265091,0.0,11.710787895565232,150.33303266725594,0.6477939649168537,0.0,12.591977889481223,153.99969200060366,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_008.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
9,validation,results\pres2_sw020_ws12_20260313_val_e009\summary.csv,4,12.203791366677759,151.33303066725986,0.7721692051488258,0.0,0.37195848669477266,1.276566923874507,0.024784617393822844,0.0,11.710787895565232,150.33303266725594,0.7390418353576248,0.0,12.591977889481223,152.99969400059973,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_009.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
10,validation,results\pres2_sw020_ws12_20260313_val_e010\summary.csv,4,11.937942411255236,152.41636183393078,0.7557287566940585,0.0,0.566428419405102,3.3374907241017446,0.04360535424702362,0.0,11.2817558379295,150.33303266725594,0.701708719290389,0.0,12.591977889481223,157.33301866728337,0.7930729601918804,0.0,rl_seed51_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_010.json,11.2817558379295,157.33301866728337,0.701708719290389,0.0
11,validation,results\pres2_sw020_ws12_20260313_val_e011\summary.csv,4,12.160790057965093,150.8330316672579,0.7716591776040619,0.0,0.35991632236432447,0.6382834619372584,0.02493407985166148,0.0,11.710787895565232,150.33303266725594,0.7390418353576248,0.0,12.591977889481223,151.66636333392785,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_011.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
12,validation,results\pres2_sw020_ws12_20260313_val_e012\summary.csv,4,12.160790057965093,150.8330316672579,0.7716591776040619,0.0,0.35991632236432447,0.6382834619372584,0.02493407985166148,0.0,11.710787895565232,150.33303266725594,0.7390418353576248,0.0,12.591977889481223,151.66636333392785,0.7930729601918804,0.0,rl_seed48_spawn2p00,models\epoch_snapshots\pres2_sw020_ws12_20260313\epoch_012.json,11.710787895565232,150.33303266725594,0.7890915119363395,0.0
